"gene","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"4930455B14Rik",24.859453186273,8.82694071997727,2.83382121383967,2.58718842574515e-09,1.53751951539085e-08
"Slc5a4a",23.4561587063657,8.73980593000062,2.81550486628646,2.59725135210178e-09,1.54299843236914e-08
"Pik3ip1",5452.53519305433,-0.602948253090763,0.101809545880889,2.60639395695093e-09,1.5479272162515e-08
"Zbtb14",2627.34757893906,-0.719250009870308,0.121758810567618,2.61303704038116e-09,1.55136882644116e-08
"Dusp15",36.8170719717966,3.6177552880816,0.653485571216394,2.62567090283336e-09,1.55836379476404e-08
"9430076C15Rik",29.6660966297367,4.4628063238985,0.802812694489269,2.6388293005779e-09,1.56566544165329e-08
"Psg21",25.2241375491408,8.8509348415316,2.83943054985431,2.64229033654726e-09,1.56721059779904e-08
"Agxt2",23.6106288034932,8.74775241844136,2.81779099471404,2.64638046935769e-09,1.56912776484573e-08
"Ugt1a9",24.3252970849487,8.7941581830664,2.82759860051353,2.65363074722142e-09,1.57291683824285e-08
"Scn4a",57.6123677028061,3.4844977104759,0.633401635596049,2.66065640146282e-09,1.57657035618911e-08
"Dnajc14",2471.86999694783,-0.507693419164389,0.0856422294560319,2.6709414865592e-09,1.58215225622218e-08
"Papln",31.1609662183182,5.05482374613061,0.895538271477618,2.67621828667809e-09,1.5847648073783e-08
"Cyp4a32",27.4322251902531,8.97802107536253,2.86711288630043,2.68569715091275e-09,1.58986318072802e-08
"Gm5475",37.3104457038541,7.37437018582322,1.40041238285271,2.70890219665403e-09,1.60308117053366e-08
"Aknad1",22.839249154386,8.69726309595739,2.80768209198983,2.71204664985003e-09,1.60442294046108e-08
"Gm572",32.3137046391174,4.62820307139486,0.829411706594883,2.73275196386511e-09,1.61614933472424e-08
"Gm7444",35.3489338856469,5.5019151717128,0.979014964865804,2.73957817839564e-09,1.61966270327127e-08
"Spata31d1c",26.0217058654048,8.89931898054287,2.85092427284235,2.75151400059965e-09,1.62619367040287e-08
"Pan3",4751.96265868451,0.676733667762835,0.114605264045936,2.75358693162912e-09,1.62636784479689e-08
"Tm4sf4",22.6358675542691,8.68178006705672,2.80462881824414,2.75289416121289e-09,1.62636784479689e-08
"Phf1",735.070953686972,-1.04022666581301,0.177793259302421,2.76783071016513e-09,1.63425304552423e-08
"Ephx1",313.045983347666,-1.06763925909723,0.182703386467449,2.80466069615905e-09,1.65546477748117e-08
"Il1rn",36.1033738644321,5.27674680920948,0.938321913414004,2.84357069895301e-09,1.6778901685564e-08
"Crtam",37.8945647689048,7.38526290330476,1.40695416691973,2.8612470348917e-09,1.68755485713748e-08
"Rfx8",84.3800612775761,-2.05648580826954,0.361854941463026,2.86217258770776e-09,1.68755485713748e-08
"Wasf3",23.8511187246721,8.76458420323269,2.82345472088713,2.86271742931205e-09,1.68755485713748e-08
"Gm5893",38.6025743162232,5.11509132574058,0.916686073297445,2.86912985306379e-09,1.6907900538738e-08
"Pknox2",34.5377104911586,7.25911943631057,1.38137880165726,2.8723063124211e-09,1.69211681374579e-08
"Obox2",23.7599284381996,8.75936213715699,2.82243124790099,2.87492847648453e-09,1.69311628112862e-08
"Lmo1",200.821798055904,1.55701624975031,0.271475374334234,2.87970341103225e-09,1.69526179766366e-08
"Ltk",45.4593086089074,6.81466108343532,1.16875556992201,2.88042514057438e-09,1.69526179766366e-08
"Satb2",50.6336300957139,3.25122266117933,0.590041105603115,2.89103016870573e-09,1.7009560580883e-08
"Olfr50",24.9721502778586,8.83317250863143,2.83850885592027,2.90625584889429e-09,1.70936437260367e-08
"Gm128",107.969886685512,-2.09018486111864,0.368555723237291,2.92718803604934e-09,1.72112258294486e-08
"Htr3a",48.3475200293842,4.61011115910649,0.835521551086874,2.93305844292092e-09,1.72402008476573e-08
"Folh1",23.030751543313,8.70671751166566,2.81228797141069,2.96106050362328e-09,1.73992029335936e-08
"Ftsj3",6513.84066901687,0.421832639411504,0.0712799279723517,2.9703896728374e-09,1.74484161514264e-08
"Olfr358",23.9505042909523,8.76656867599282,2.82519408986385,2.97452575450112e-09,1.74671027612631e-08
"Syk",7258.4820197549,-0.651842686313404,0.110610409728643,3.0060957286237e-09,1.76468238343982e-08
"Cat",7800.06093536606,-0.408418022369228,0.069051041687766,3.02755954479071e-09,1.77614237310172e-08
"Rimkla",22.9434785926951,8.70122445398804,2.81158828017638,3.02751456099226e-09,1.77614237310172e-08
"Fn1",176.365597003129,2.71011138929352,0.489684495692314,3.03279458440106e-09,1.77864310797897e-08
"Mill1",25.8087315286676,8.88237791206427,2.85035837323553,3.03660285450438e-09,1.78030575046776e-08
"Il12a",2675.9568680369,-0.856067208395198,0.145983401576472,3.04017672807928e-09,1.78182994905563e-08
"4930463O16Rik",22.4649603370314,8.67191562296954,2.80563790255845,3.05010425092012e-09,1.7870758154334e-08
"Ryk",389.834495125655,-1.57713376561286,0.274772300242018,3.06651730846591e-09,1.79611702230094e-08
"Ccl28",37.327506728561,7.37170287572727,1.40553104005405,3.07920290801395e-09,1.80296989735567e-08
"Bnc1",24.0737355734458,8.77539403138324,2.8280448232652,3.08788453220809e-09,1.80747468362081e-08
"Obscn",368.86823955545,-1.84196328799478,0.323289940064748,3.08948628698529e-09,1.80783375436772e-08
"Trim63",22.8370871211286,8.69338568740874,2.8106927027848,3.09225187245488e-09,1.80887340105355e-08
"H60c",23.663335526094,8.74987779039363,2.82276909599176,3.10628952249824e-09,1.8161577244547e-08
"Mat2b",6512.1861538492,-0.422782541885748,0.0715509685296645,3.10669009393109e-09,1.8161577244547e-08
"Pla2g4d",25.0162088674297,8.83624267554375,2.84072240087019,3.10831293977026e-09,1.81652588799609e-08
"Fhdc1",289.446162328406,-1.79707023350261,0.314964036177385,3.12036554851707e-09,1.82298711636775e-08
"Pkd1",3087.42898080354,-0.816764548585736,0.139207687082137,3.12479576236877e-09,1.82499246760056e-08
"Srxn1",904.236204893359,-0.804639713255943,0.137160109428854,3.13928412811484e-09,1.83286898408799e-08
"Efcab3",21.8488736747509,8.62366254247351,2.79593965744595,3.1545070646053e-09,1.84116921588258e-08
"Thsd7b",60.1958688054029,3.40042221622894,0.617027856502245,3.16830273996252e-09,1.84863137860907e-08
"Adtrp",22.6738394990568,8.68173206920667,2.80901726592533,3.17133471041468e-09,1.84981041208244e-08
"Lppr5",22.9841681596787,8.70608711498129,2.81404052267858,3.1831609059775e-09,1.85611664941474e-08
"Gstt1",284.402955517552,-1.7326714200684,0.303564739435389,3.18723072187985e-09,1.85789752596004e-08
"Srrm4os",23.5219285249431,8.74005538707927,2.82156210931256,3.19850639662129e-09,1.86387636212159e-08
"Manf",3210.10177967452,0.530031611797989,0.0898996330281362,3.20192766607099e-09,1.86527582381435e-08
"Rad51ap1",2028.71453804164,0.666919655085119,0.113314692518986,3.20893277230832e-09,1.86816671772959e-08
"Slc5a12",23.2413105380238,8.72270655254605,2.81794625461564,3.20805697099843e-09,1.86816671772959e-08
"Olfr1300-ps1",28.5008454988511,9.03367790204712,2.8843098945937,3.21265587840623e-09,1.86973914501454e-08
"P4ha3",37.3161394956249,6.56328737407095,1.11276177872377,3.22401162272973e-09,1.87575129144314e-08
"A530099J19Rik",158.736545954854,2.57927475452244,0.46498126773711,3.2292297544559e-09,1.87818984637543e-08
"AA619741",22.5234523503677,8.67320449173163,2.80758266438192,3.23206821602338e-09,1.87924322337888e-08
"Dsg1c",26.2556951857246,8.90491735822024,2.85724991700182,3.23373106930904e-09,1.87961260628538e-08
"Epb4.1l3",832.268267475711,-0.830345018734783,0.141776433761691,3.25749335954477e-09,1.89282301565416e-08
"Krt78",21.8821488044886,8.62740129427662,2.79832890631538,3.31623695425096e-09,1.92634507358395e-08
"1700025K24Rik",23.0032649401385,8.70224932513532,2.81520654261583,3.37224441885666e-09,1.95825698126114e-08
"Inpp5k",6581.08365805564,-0.454288632949916,0.0771974241630773,3.43226281109855e-09,1.99247703397698e-08
"Vwa2",26.4259645419548,8.91591659149176,2.86145869089844,3.44012458475183e-09,1.99640732564342e-08
"Ttc23l",24.4264054571734,8.79511014922676,2.8357654511488,3.47084613056448e-09,2.01359712718952e-08
"Vmn2r81",22.8388265948536,8.69017397579869,2.81358309977629,3.47779986980086e-09,2.01699160489528e-08
"Cyp2c68",21.9771655303838,8.63378187780009,2.8014054669451,3.48191942331782e-09,2.01874073189634e-08
"Utp14a",1477.72459655632,0.639884306390047,0.109015255128224,3.4977845277712e-09,2.02729640627347e-08
"Olfr371",34.9553459270197,9.34314423046112,2.95237052911559,3.5166801037252e-09,2.0376025485379e-08
"Igsf9b",91.9493017512037,2.42223188796744,0.435596111111315,3.57267630719056e-09,2.06939186229036e-08
"D14Ertd670e",21.7776791232808,8.61884262534262,2.79896182115063,3.5852861546892e-09,2.07603844069563e-08
"Kank4os",24.7038977781258,8.80793113670463,2.83973609359769,3.59470718309418e-09,2.08083493016325e-08
"Arpc1b",31342.8064216893,0.333803311209346,0.0564906430127158,3.59682763817268e-09,2.08140370634149e-08
"Efna5",46.6458265174074,5.11210484041806,0.936606615799551,3.60179591612147e-09,2.08361957298209e-08
"Clec2h",21.8284590183958,8.61875178810735,2.79896566339902,3.60447023609582e-09,2.08384859540659e-08
"Ywhaz",25626.3507612131,-0.346697670600397,0.0589328341789404,3.60374925394626e-09,2.08384859540659e-08
"Tmem64",1776.39860164013,-0.803589844728104,0.137589861853516,3.63263714195173e-09,2.09946915009735e-08
"Lhx9",21.5733791378385,8.60169806093735,2.79546361104818,3.64688287208837e-09,2.10703668655213e-08
"Gm11529",24.0497337944452,8.7692236231722,2.8318338683862,3.65344035884392e-09,2.10949277285268e-08
"Pml",5658.472038444,-0.629669263619997,0.107325286536317,3.65290149777651e-09,2.10949277285268e-08
"Rnf114",7924.7486413209,-0.455715215088246,0.0774790236844004,3.66700557108267e-09,2.11665717596227e-08
"Chchd7",869.897122485069,-0.794711269914118,0.13607153995009,3.67171875831465e-09,2.11831372658885e-08
"Prc1",4807.99729695463,0.497478619074939,0.0846606109945331,3.67219157391933e-09,2.11831372658885e-08
"Utrn",2803.05412877352,-0.656760083305594,0.112099584704954,3.68241781493996e-09,2.12354308546285e-08
"Arnt2",61.2399761897304,2.69888687069755,0.488041430372089,3.68785769012299e-09,2.12600986031295e-08
"Acsm2",25.7894320035078,8.87412020511927,2.8547752583544,3.69145143530464e-09,2.12741114223669e-08
"Nme8",21.1027810617809,8.56750296151671,2.78915886491516,3.73029120985452e-09,2.1491176948239e-08
"Cntn1",90.8218454564954,3.08073710845774,0.561445599743648,3.74035387040804e-09,2.15423655533702e-08
"Clec4d",514.435733132054,1.16044083823728,0.20121358532295,3.7471250150968e-09,2.15745705936893e-08
"Olfr720",23.0539679663944,8.70308583692299,2.81843557993247,3.76150588328915e-09,2.16505555749293e-08
"Gabrp",22.1207526322085,8.63872695868665,2.80492291095657,3.78202455008922e-09,2.17618097106738e-08
"Slc25a54",22.624806317757,8.67251047103539,2.81236540327687,3.78896511171219e-09,2.17948898815847e-08
"Zfp600",28.8003454527916,3.80684225477192,0.691956217787462,3.81330826861257e-09,2.19280210152345e-08
"Igsf5",30.8369069506226,5.31953946377358,0.950545458222641,3.81930241556728e-09,2.19555876133113e-08
"BC053393",22.2272341250292,8.6444543745425,2.80667480646162,3.8370133861107e-09,2.20504708949849e-08
"Fsd1",21.8756961630717,8.62045653602403,2.80164350652834,3.86215826281432e-09,2.21810357750077e-08
"Sptbn2",229.324937865431,2.42676580755801,0.438303866922622,3.86100552373888e-09,2.21810357750077e-08
"Olfr597",23.1542805067818,8.70987901688186,2.82093458983475,3.87387226171558e-09,2.22413281265855e-08
"Olfr923",23.8082784755268,8.75375039002433,2.83036430955204,3.8882252367378e-09,2.23143585596211e-08
"Spaca1",101.352976511443,-2.08056099081503,0.369665870251008,3.88903209534617e-09,2.23143585596211e-08
"Htr4",21.1837850865629,8.57296483339375,2.79116174172815,3.89285529092444e-09,2.23292909945406e-08
"Gm10637",24.8561922879371,8.81666887131325,2.84394378740226,3.9108095724694e-09,2.24252441064609e-08
"Cyp2c39",22.6426300673537,8.67364852490141,2.81371491489432,3.93146955025052e-09,2.25366471366915e-08
"Clec18a",26.6273505965758,8.92471291402795,2.8673666216841,3.94382940133923e-09,2.25997641253522e-08
"Grm7",26.4515121625321,8.91382039552436,2.865019502964,3.94495117276676e-09,2.25997641253522e-08
"Tbc1d24",705.593883869278,-1.00152050376593,0.172796263497987,3.96050183113307e-09,2.26817468675911e-08
"C1rb",24.0304175659238,8.76392972558053,2.83327951578398,3.96221829564143e-09,2.26844748243734e-08
"Stra6",27.2857178436387,8.96103666065977,2.8752381893152,3.97815379853613e-09,2.27685823788557e-08
"Nyap2",22.7220520292015,8.67952695254119,2.81525068127358,3.98450740399627e-09,2.27978133981545e-08
"Ppfia1",3962.41249696239,0.451163772483429,0.0768976072897211,3.99482514517959e-09,2.28497002988196e-08
"Mvd",517.661554302775,1.01548888428136,0.175486431701526,4.01814588156191e-09,2.29759063662177e-08
"Kirrel",134.995472463984,3.25791653502073,0.597963143766816,4.0612646986459e-09,2.32152043336346e-08
"2310067B10Rik",2372.4146380855,-0.682098604085559,0.116796558112091,4.06953811269991e-09,2.32552299773529e-08
"Tmed3",4673.95845483903,0.478043287548041,0.0815672673190821,4.08453148049402e-09,2.3333619563147e-08
"Ccdc83",34.0826319107196,6.42524045883845,1.09667268571178,4.0893997897822e-09,2.33513785453151e-08
"Hunk",33.8752774878959,7.22275070118112,1.38967935620098,4.09019335552097e-09,2.33513785453151e-08
"E330013P04Rik",33.5162228767459,7.20973965443678,1.38693819502659,4.09196527884925e-09,2.33542055790048e-08
"Papl",21.636686968058,8.60092288117874,2.7990805222744,4.09742944006428e-09,2.33780971046962e-08
"Ppp6c",2416.94176942694,-0.523728292648575,0.0894530870451083,4.10875306190777e-09,2.34353947640839e-08
"Cdon",137.629198439068,1.74435780076971,0.309208071778705,4.1113690899987e-09,2.34370893227632e-08
"Ctsw",1875.13237545241,0.596590957859539,0.102017815340071,4.11161270701656e-09,2.34370893227632e-08
"Stk-ps2",23.0537336002194,8.70103652824629,2.82097643586313,4.1247798657565e-09,2.35048203440554e-08
"4932443I19Rik",32.022390874124,7.14640760306588,1.37452707882807,4.15307566605391e-09,2.36569457789041e-08
"Vmn1r214",23.941695144533,8.75962948565425,2.8332404344372,4.15406242301772e-09,2.36569457789041e-08
"Ifna9",22.5785269290667,8.67041842078185,2.81448957452094,4.1659096638841e-09,2.37170306790439e-08
"Cblc",24.305528913964,8.78082699676771,2.83802539883981,4.16795004306281e-09,2.37212639040774e-08
"Nr2e3",38.4344485218946,5.3267475288847,0.96680947036972,4.18627106839303e-09,2.38181245359394e-08
"Tarm1",31.2554761634363,5.73515433037149,1.0134264709985,4.22947894429454e-09,2.40564766321629e-08
"Dgkg",1288.92547937794,-0.966372938818783,0.166845977775837,4.23295592823304e-09,2.40687689895054e-08
"Tmem150cos",23.8496501891993,8.74909932455265,2.83222118386875,4.23433442074795e-09,2.40691253027724e-08
"Rad51",3871.31565744014,0.488900539500777,0.0835034026951412,4.24316655239924e-09,2.41118367743047e-08
"Tusc2",1568.26355183797,-0.665063587474265,0.113989978767272,4.26717413317777e-09,2.42407295789093e-08
"Olfr1357",24.6330560708942,8.79761805800539,2.84262519393319,4.27343029325619e-09,2.42687323577281e-08
"Gm10804",48.7628456375993,4.07284744540863,0.748905089811682,4.27685804741224e-09,2.42806602741355e-08
"Fbxw24",26.6428910362684,8.92046116328576,2.86949249269504,4.32254824730061e-09,2.45324395096565e-08
"Gpr34",71.7540585054866,2.2964116604488,0.414026677608685,4.37535646846338e-09,2.48244480524603e-08
"1700001J11Rik",22.9743016862232,8.69209818111224,2.82100354434107,4.37811989826389e-09,2.48324245516413e-08
"Terf2ip",1587.9268966588,-0.635292051487218,0.108929118265976,4.38480050789404e-09,2.48626072195901e-08
"Siae",2438.76492089491,-0.728586506636122,0.125185231321185,4.40192060023851e-09,2.49519465818292e-08
"Fam13b",2238.73696495931,-0.7402501049451,0.127241228665883,4.42997215327934e-09,2.51031755352496e-08
"Dao",27.5636725320286,8.97161419215963,2.88141138871322,4.43614992744054e-09,2.51303977927353e-08
"Platr10",38.1552079756178,4.77007324073296,0.883626110346592,4.4401908485844e-09,2.5145501858299e-08
"Zfp366",35.9435488208984,4.39047572359391,0.807775891059211,4.44956899474707e-09,2.51908127675374e-08
"Mgat4e",32.6999123795544,7.18089506085305,1.38375112638667,4.51883207848878e-09,2.55616101022984e-08
"Olfr284",21.3584133310298,8.58082801595009,2.79782020542892,4.51925689212951e-09,2.55616101022984e-08
"Vimp",2591.35710754253,0.669367510770269,0.115076806610151,4.51859074021272e-09,2.55616101022984e-08
"Borg",33.0307744981839,6.39075957384856,1.09042820505624,4.52543700818648e-09,2.55886534014674e-08
"Tnfrsf18",1282.78734540568,-0.884778468281556,0.152776740936945,4.53515533174732e-09,2.56356802621514e-08
"Slit2",68.3542331518281,2.6338105289718,0.479479235347982,4.57644050250332e-09,2.58610595217148e-08
"L3mbtl4",23.4363828217768,8.72072083497038,2.82853992716385,4.57956832394003e-09,2.58707423661245e-08
"Olfr15",24.5098673948889,8.79477343296102,2.84450816287943,4.60763412265546e-09,2.6021254514237e-08
"Trim43b",37.3418049150187,7.35160992995042,1.42193938327456,4.61359881648393e-09,2.60468980096062e-08
"Olfm3",22.2852072436102,8.64455076332698,2.81248182110402,4.63216505481135e-09,2.61436480045076e-08
"Npsr1",23.1931722002612,8.70582313251115,2.82575080926413,4.65116925124285e-09,2.62428093595725e-08
"H1f0",5874.05247375376,-0.445666682017241,0.07631843902813,4.65306026581231e-09,2.62453834049457e-08
"Vmn1r56",24.2773542162148,8.77462368320031,2.84036916659172,4.66112729933427e-09,2.62827806903275e-08
"Il25",21.3343111413819,8.57954985465009,2.79863970780427,4.67442803651967e-09,2.63496572092505e-08
"F7",33.9795608229269,5.44691300955759,0.984408806508306,4.71140622702194e-09,2.65499207346535e-08
"Rac1",18815.1127089028,-0.370790497969634,0.0634349664562592,4.71687797371735e-09,2.6572569108481e-08
"Ccna2",6586.49354139323,0.457007973486556,0.0783089851527516,4.75260345214286e-09,2.6765585697844e-08
"Cyp17a1",26.107792132653,8.88446758806835,2.86490321800825,4.76482973196294e-09,2.68261820428027e-08
"Sgpl1",3085.6970203865,-0.903567229111406,0.156304643917911,4.76990955578198e-09,2.68465186444197e-08
"Gm4794",21.8709486618467,8.61398156742869,2.80685082311038,4.78142878667228e-09,2.69030745511564e-08
"Atp1b4",23.2299226399575,8.70830732036407,2.827140275325,4.7850633522792e-09,2.69105786076994e-08
"Gm6792",21.3254766162941,8.57520782821794,2.79837388020668,4.78570480050548e-09,2.69105786076994e-08
"Sqle",2609.34006455552,0.641311940583964,0.110218454537347,4.79459940106422e-09,2.69523086183979e-08
"Rdh16",22.1287375255622,8.63343437540036,2.81115726374105,4.79989781417634e-09,2.69738036303882e-08
"Fzd8",158.764145908563,-1.84797912430067,0.328519797205446,4.81664101244714e-09,2.70595815109592e-08
"Lrrc55",25.0688567174255,8.82190353225643,2.85216942713635,4.83634486985702e-09,2.71619344057183e-08
"Phyh",1861.87942171448,-0.55553698052066,0.0953814896927179,4.85188452433423e-09,2.7240844603782e-08
"Fam63a",3097.61164900538,-0.607872945401156,0.104433533299154,4.87070593854213e-09,2.73381261208385e-08
"Lrrn4cl",29.3083975020358,4.30141142382457,0.785079650232904,4.89571796625534e-09,2.74700837542155e-08
"Atp7a",1003.65669990115,-0.992144582731824,0.1721322191783,4.90033697756033e-09,2.74875694552388e-08
"Gm10324",21.4308533673125,8.58447767286796,2.801303456032,4.91692368323483e-09,2.75721545106473e-08
"Cars",2811.23139430393,0.516657524489641,0.0886701052702115,4.92001311604427e-09,2.75810235729947e-08
"Adipor1",5899.10131897615,-0.421310256583227,0.0722389480408151,4.9561616115573e-09,2.77751556981024e-08
"Akap3",33.7543831393564,7.20134239502326,1.39653282186379,4.98957599770069e-09,2.79538511944689e-08
"Itgam",1091.71938820813,-0.81630481542252,0.141270485558194,5.01297683648494e-09,2.80763540394925e-08
"9930111H07Rik",33.7431677858723,7.22001401387956,1.39677808968651,5.03829837098864e-09,2.82095359051497e-08
"Atcay",33.1395529285527,4.5864600719749,0.84906421651265,5.08613172084836e-09,2.84686418108195e-08
"C87977",26.2410930356539,8.89545433563144,2.8693671404366,5.11321957861631e-09,2.86115058219791e-08
"Tec",2653.68718066212,0.739403007826472,0.127826574263341,5.11930440695741e-09,2.86367939486437e-08
"Ogt",9306.57353571568,-0.532783155811575,0.0915955271248874,5.15052822821578e-09,2.88026482270019e-08
"Inpp5d",10802.0040118325,-0.498513345236625,0.085729196474389,5.18690510151373e-09,2.89930053908215e-08
"Prss43",20.6228042227927,8.52118162222046,2.78900591787636,5.18773817210577e-09,2.89930053908215e-08
"Scgn",23.2205380003031,8.70484964804431,2.82928982602602,5.24264829867296e-09,2.92909354548949e-08
"Gm19689",29.6925604223567,9.08199032367432,2.91059805971296,5.24963832810193e-09,2.93210333733253e-08
"Olfr862",24.229528059826,8.77277192894761,2.84426835586675,5.30096918170218e-09,2.95986960536314e-08
"Nkx2-2os",27.2339195542148,8.94677093071688,2.8814229629897,5.30468705384424e-09,2.96104167192307e-08
"Pitx2",145.569038768899,-2.07861794081496,0.373107150381253,5.32564732123965e-09,2.97183467968626e-08
"Trim30e-ps1",23.1951292858556,8.70415390449642,2.82961883953517,5.3329279469966e-09,2.97498987515894e-08
"4921515E04Rik",21.174076985601,8.56298902336779,2.79905794681625,5.34962525571294e-09,2.9824853757239e-08
"Triobp",4209.80609579883,-0.576965496478927,0.099398800385504,5.3484682022787e-09,2.9824853757239e-08
"Il13ra2",20.8797308261488,8.54068860655518,2.79425069045583,5.35565019563957e-09,2.98493459410844e-08
"Apol7c",23.0053387534411,8.68801185821609,2.8265012068034,5.37100584437864e-09,2.99258114241164e-08
"Gm10636",25.3976963114602,8.83902129379284,2.85892039101815,5.3742728215513e-09,2.993489599629e-08
"Esp15",27.4123448195925,8.95497562212799,2.88392255876639,5.41733152112472e-09,3.01621292098709e-08
"Fzd6",1093.74530869972,-0.661674505966843,0.114197466658984,5.41836631224775e-09,3.01621292098709e-08
"Rpn1",17256.9339534142,0.518338118471465,0.0892359624855816,5.48564818433596e-09,3.05273734675611e-08
"Cyp19a1",24.4406615149072,8.77962920394235,2.84708517973003,5.49035331604321e-09,3.0528476058503e-08
"Gm14124",30.6360779419257,9.13114860048387,2.92236702928363,5.49027628989474e-09,3.0528476058503e-08
"Pdcl2",22.449680446198,8.6520153378697,2.81933177495717,5.49085317256041e-09,3.0528476058503e-08
"Vmn1r63",25.6184397309811,8.85071928010944,2.86232282791594,5.49971760079079e-09,3.05684698734929e-08
"Gm10619",42.154031385899,6.69405580107772,1.17252174779111,5.52425125604624e-09,3.06955054603882e-08
"Pcdh18",21.6840001419964,8.59849155464296,2.80807957668776,5.54096696608172e-09,3.07790366667376e-08
"I830077J02Rik",398.043210817208,1.29517733732982,0.228255537512346,5.59011075636513e-09,3.10425944005558e-08
"Egr2",596.111878990542,-1.61915094801052,0.287465180954037,5.60672651312071e-09,3.11175540609074e-08
"Hist1h2bg",1672.81182462877,0.855918160043909,0.148642306531677,5.60701170920351e-09,3.11175540609074e-08
"Sec14l2",158.876087059572,-1.46011317476913,0.258080350025251,5.61999319489022e-09,3.11801381622481e-08
"Hist1h2ak",181.952809949269,1.37264668590411,0.242728254143759,5.63037257595865e-09,3.12282520192346e-08
"Il33",29.8608179089359,5.26991502713609,0.954094515795224,5.68879138481325e-09,3.15427014280097e-08
"Dcaf8",14173.8193016078,-0.394640052583745,0.0656516872161069,5.69137937657388e-09,3.15474883503907e-08
"Gm9871",20.9658736918769,8.54682754104943,2.79773190565464,5.71968971290620e-09,3.16948089150197e-08
"Serbp1",19824.8125599333,0.33474454167406,0.0575738377213865,5.78687628273733e-09,3.20574018666963e-08
"Olfr32",24.178249540335,8.76228295502361,2.84503182825594,5.79409231004298e-09,3.20876586543464e-08
"Bcl2a1d",58.6073169687239,2.78783787033426,0.512501310631141,5.8333583962785e-09,3.22953364965879e-08
"Olfr559",22.8153053372317,8.67739219449343,2.82675872244146,5.85530767974927e-09,3.24070463170873e-08
"Pdzrn3",30.3593337226702,9.10958588064529,2.92004418348723,5.87048304621851e-09,3.24812086755684e-08
"Ap2a2",4349.38686662411,-0.534315821893757,0.0922127746251655,5.89978437761699e-09,3.26283831595081e-08
"Gabrr3",22.2341608873312,8.6362814971758,2.8181592932401,5.90065009248047e-09,3.26283831595081e-08
"Lilrb4a",244.547840401391,1.50374838407748,0.267327109737526,5.91056118336957e-09,3.2673310718101e-08
"Pspc1",2994.94721714025,0.525013999464597,0.0905508974834629,5.91558742815814e-09,3.2691216083344e-08
"Gm6150",20.9355165683849,8.54285951597239,2.7981429605478,5.95527501508079e-09,3.29006012008027e-08
"Ago4",420.228062342443,-1.83249880545169,0.327982395004746,5.95989431075518e-09,3.29161795689413e-08
"Pglyrp2",3288.84925237497,-0.585999736504235,0.10129030378287,5.9892664991734e-09,3.30684161795593e-08
"Gm17751",31.9880381790398,9.18847216256301,2.93815351509747,6.01637551123127e-09,3.31980515388966e-08
"Mrgprd",22.9126785681293,8.67739003162476,2.8278768264624,6.01524799996569e-09,3.31980515388966e-08
"Inafm1",633.321053245387,-0.901866133371983,0.15710003187135,6.03614673463223e-09,3.32971037605225e-08
"Pogk",912.33948337202,-0.891870474534965,0.15540115455035,6.1512140052436e-09,3.3921617902899e-08
"Tsnaxip1",51.7966612509904,2.77136664149048,0.509947320288689,6.19980236099691e-09,3.41792600323555e-08
"Taar7d",22.3744346033455,8.64504436872625,2.82168273034916,6.21411835961534e-09,3.42478617156022e-08
"Ccl5",442.389000300381,0.930252038839109,0.162461293015946,6.22365024131078e-09,3.4290063317487e-08
"Ugt2b34",20.878816516248,8.5375848430518,2.79849030417026,6.22688312060331e-09,3.42975447281167e-08
"Atp2b4",2861.28712631757,-0.655508411121843,0.113491284333102,6.22993550134435e-09,3.43040277515325e-08
"Glrx",1992.25698173493,-0.551059016148069,0.0953012156064887,6.25720282220866e-09,3.44438019933316e-08
"Gm11961",36.1008864102668,5.95480446444046,1.06660290140369,6.26281958346626e-09,3.44643489232144e-08
"Acta1",46.9737638713322,4.26635528130884,0.798190234719699,6.33315032727814e-09,3.48304226658364e-08
"Pitpnm1",2030.46584933377,-0.586221005429003,0.101520883303413,6.3315092713827e-09,3.48304226658364e-08
"Rchy1",3073.21595579574,-0.553914352860712,0.0958461385753286,6.35189713547436e-09,3.49125307698609e-08
"Vmn2r23",23.1636045081129,8.69360452185118,2.83311236675727,6.35177007168251e-09,3.49125307698609e-08
"Cyp4a12a",26.9026849596952,8.92377284804359,2.88317051514832,6.35393928227313e-09,3.4913264449186e-08
"Nlrx1",652.140389551368,-0.883446112455457,0.154017150137822,6.35642143210639e-09,3.49164146654925e-08
"Awat1",23.3544007706299,8.7099928083564,2.83643157437805,6.36362706393556e-09,3.49455017272618e-08
"Arsj",22.8906968381155,8.67911380825733,2.82954563067897,6.37506282396908e-09,3.49977938703608e-08
"Cd209b",22.2236207841184,8.62817273509071,2.81948990541498,6.45071336896667e-09,3.54024749310346e-08
"Gm16497",21.4500709864859,8.57835632776471,2.80853148932224,6.45960392038452e-09,3.54406343466328e-08
"Ppef1",33.1805184035048,6.37050649725946,1.10793886716176,6.46600848720512e-09,3.54545045707302e-08
"Snap23",2987.2375440663,-0.487657914605505,0.0843554156927134,6.46552688918006e-09,3.54545045707302e-08
"Tnfaip8",9684.15118618016,-0.374197060356694,0.0646357520409226,6.50222243252364e-09,3.56423891926049e-08
"Lppr4",22.4388856708499,8.64620194067809,2.82349028430885,6.50458473395227e-09,3.56446566667031e-08
